"order_id","order_date","customer_id","customer_name","product_id","product_name","category","region","segment","channel","campaign_id","campaign_name","amount_spend","clicks","total_users","new_users","revenue","orders","new_orders","cost","gross_margin","net_profit","refund_rate","cart_abandonment_rate","promotion_roi","discount_amount","tax_amount","shipping_cost","payment_method","device_type","country","city"
"ORD00201","2024-07-19","CUST5021","Customer_125","P583","Product_65","Books","East","Consumer","Affiliate","CMP307","Campaign_5","1118","8058","843","314","242281","1966","571","87622","154659","154426","6.09","75.6","21570.93","16283.78","29073.72","7503.38","Wallet","Mobile","Germany","Pune"
"ORD00202","2024-07-20","CUST8191","Customer_269","P782","Product_29","Fashion","East","Corporate","Paid Search","CMP711","Campaign_29","1208","3227","806","703","27089","300","68","14708","12381","11250","0.89","90.7","2142.47","2670.52","3250.68","1084.2","UPI","Tablet","Germany","Delhi"
"ORD00203","2024-07-21","CUST3650","Customer_773","P798","Product_26","Fashion","East","Corporate","Affiliate","CMP687","Campaign_37","2081","2147","3551","2247","201929","1074","410","33227","168702","167417","1.82","49.98","9603.46","8954.37","24231.48","6148.52","Wallet","Tablet","UK","Mumbai"
"ORD00204","2024-07-22","CUST6264","Customer_196","P629","Product_47","Electronics","East","Consumer","Social","CMP600","Campaign_13","1935","1621","2544","1246","163067","999","759","32904","130163","129518","2.09","38.37","8327.24","9199.13","19568.04","4578.04","Wallet","Mobile","India","Mumbai"
"ORD00205","2024-07-23","CUST7333","Customer_221","P854","Product_69","Fashion","South","Corporate","Paid Search","CMP221","Campaign_5","3307","3066","2293","1414","95479","1193","42","28360","67119","66743","5.8","61.09","2787.18","6052.98","11457.48","4033.62","UPI","Desktop","Germany","Delhi"
"ORD00206","2024-07-24","CUST8452","Customer_195","P477","Product_64","Books","South","Consumer","Email","CMP955","Campaign_22","3880","7397","1426","1106","391878","2196","371","69760","322118","321914","2.64","70.31","9999.95","36186.05","47025.36","14550.98","NetBanking","Tablet","Germany","Hyderabad"
"ORD00207","2024-07-25","CUST1404","Customer_244","P754","Product_28","Fashion","South","Consumer","Social","CMP458","Campaign_9","4248","1556","982","879","141634","1373","316","35827","105807","105229","3.12","11.76","3234.13","6582.45","16996.08","8521.05","NetBanking","Tablet","UK","Hyderabad"
"ORD00208","2024-07-26","CUST8961","Customer_377","P937","Product_71","Home","North","Corporate","Affiliate","CMP366","Campaign_4","1169","7426","3664","2211","126448","1049","357","52570","73878","72830","3.23","85.87","10716.77","2577.64","15173.76","6152.05","UPI","Desktop","Germany","Bengaluru"
"ORD00209","2024-07-27","CUST9912","Customer_822","P848","Product_73","Home","West","Corporate","Organic","CMP837","Campaign_15","2055","2827","2703","1751","317271","1866","1323","65499","251772","251337","5.67","33.99","15338.98","7118.68","38072.52","10934.08","NetBanking","Desktop","Germany","Kolkata"
"ORD00210","2024-07-28","CUST5886","Customer_920","P825","Product_73","Beauty","North","Corporate","Affiliate","CMP540","Campaign_30","1348","5733","3139","3017","52851","703","406","17517","35334","34595","2.38","87.74","3820.70","4292.79","6342.12","2184.18","UPI","Tablet","Canada","Kolkata"
"ORD00211","2024-07-29","CUST9529","Customer_245","P943","Product_48","Sports","South","Corporate","Affiliate","CMP601","Campaign_6","3069","4588","1451","628","360835","1804","1680","64405","296430","295799","5.06","60.68","11657.41","10277.39","43300.20","6826.68","Wallet","Mobile","India","Pune"
"ORD00212","2024-07-30","CUST2299","Customer_283","P192","Product_28","Sports","South","Consumer","Organic","CMP212","Campaign_27","2620","1593","2766","2413","172397","1371","891","57460","114937","113662","3.57","13.94","6480.04","14324.20","20687.64","3810.79","UPI","Desktop","Germany","Ahmedabad"
"ORD00213","2024-07-31","CUST3370","Customer_921","P784","Product_37","Fashion","South","Corporate","Organic","CMP840","Campaign_5","3185","2192","2121","929","172125","1796","280","55269","116856","116231","7.19","18.07","5304.24","11282.13","20655.00","9077.48","NetBanking","Desktop","Germany","Bengaluru"
"ORD00214","2024-08-01","CUST3851","Customer_335","P191","Product_89","Sports","North","Corporate","Social","CMP873","Campaign_32","2007","3164","3181","2316","362983","1838","1558","101259","261724","260811","3.83","41.91","17985.85","13050.25","43557.96","13740.6","NetBanking","Mobile","Germany","Kolkata"
"ORD00215","2024-08-02","CUST3987","Customer_974","P474","Product_32","Electronics","East","Consumer","Organic","CMP318","Campaign_4","2197","7047","2444","1638","93635","810","487","50797","42838","41771","1.88","88.51","4161.95","8599.34","11236.20","4263.2","Wallet","Desktop","USA","Ahmedabad"
"ORD00216","2024-08-03","CUST9675","Customer_996","P696","Product_45","Electronics","North","SMB","Affiliate","CMP408","Campaign_32","2326","1791","2386","864","173919","861","835","42793","131126","130624","2.59","51.93","7377.17","10319.31","20870.28","5176.47","NetBanking","Mobile","India","Mumbai"
"ORD00217","2024-08-04","CUST7596","Customer_652","P787","Product_19","Books","West","Consumer","Email","CMP839","Campaign_37","1346","3754","1080","256","58034","487","345","19852","38182","37181","7.78","87.03","4211.59","2811.19","6964.08","1825.87","UPI","Desktop","USA","Kolkata"
"ORD00218","2024-08-05","CUST2774","Customer_525","P175","Product_91","Home","South","Corporate","Organic","CMP366","Campaign_3","1664","4324","2760","839","63712","593","523","14117","49595","48454","6.38","86.29","3728.85","3604.03","7645.44","2843.25","Wallet","Tablet","USA","Pune"
"ORD00219","2024-08-06","CUST1075","Customer_296","P287","Product_59","Home","East","SMB","Social","CMP272","Campaign_12","1506","6914","821","287","50925","244","99","11510","39415","38477","7.77","96.47","3281.47","2621.13","6111.00","959.98","Card","Tablet","India","Pune"
"ORD00220","2024-08-07","CUST3711","Customer_162","P249","Product_92","Fashion","North","Corporate","Social","CMP202","Campaign_8","3053","2915","2970","1775","241400","1484","902","29765","211635","210963","3.9","49.09","7806.98","15205.00","28968.00","8018.69","Wallet","Mobile","India","Pune"
"ORD00221","2024-08-08","CUST1928","Customer_430","P630","Product_19","Electronics","North","Corporate","Social","CMP654","Campaign_16","2164","5414","2054","1452","88497","1098","243","42790","45707","44631","6.72","79.72","3989.51","9638.02","10619.64","5527.01","UPI","Desktop","India","Mumbai"
"ORD00222","2024-08-09","CUST3547","Customer_414","P277","Product_47","Beauty","West","SMB","Affiliate","CMP658","Campaign_36","4322","5832","3090","2558","336337","1859","523","102849","233488","232864","7.84","68.12","7681.98","23429.71","40360.44","5139.83","Card","Desktop","USA","Hyderabad"
"ORD00223","2024-08-10","CUST1174","Customer_330","P151","Product_16","Books","North","SMB","Social","CMP719","Campaign_38","2399","1570","2378","667","92153","1107","410","45572","46581","45325","5.91","29.49","3741.31","5173.65","11058.36","5367.37","Wallet","Desktop","Canada","Kolkata"
"ORD00224","2024-08-11","CUST2185","Customer_503","P734","Product_82","Electronics","East","Consumer","Affiliate","CMP965","Campaign_38","1682","2341","2134","1861","161827","897","505","37562","124265","123029","3.94","61.68","9521.11","16298.40","19419.24","3701.28","UPI","Mobile","Canada","Pune"
"ORD00225","2024-08-12","CUST3109","Customer_759","P230","Product_48","Home","West","Consumer","Paid Search","CMP212","Campaign_11","3944","4484","998","186","59588","330","206","21434","38154","37348","3.34","92.64","1410.85","4008.02","7150.56","1815.71","Wallet","Tablet","Germany","Delhi"
"ORD00226","2024-08-13","CUST9010","Customer_767","P385","Product_90","Sports","West","Corporate","Organic","CMP777","Campaign_30","2428","3597","1145","1064","59983","386","187","17482","42501","42142","5.26","89.27","2370.47","3229.93","7197.96","1191.81","NetBanking","Mobile","Germany","Chennai"
"ORD00227","2024-08-14","CUST6819","Customer_295","P779","Product_19","Electronics","West","Corporate","Email","CMP456","Campaign_33","3815","1924","1318","250","120370","1809","1181","88838","31532","30889","7.29","5.98","3055.18","8187.23","14444.40","4884.5","UPI","Desktop","Canada","Bengaluru"
"ORD00228","2024-08-15","CUST4128","Customer_154","P612","Product_55","Sports","West","SMB","Affiliate","CMP386","Campaign_35","1846","7132","789","648","257478","1460","354","51486","205992","204628","5.3","79.53","13847.89","6186.48","30897.36","6544.47","UPI","Tablet","Germany","Mumbai"
"ORD00229","2024-08-16","CUST1132","Customer_163","P567","Product_23","Sports","West","Corporate","Paid Search","CMP505","Campaign_3","2291","8291","3310","1052","60030","415","274","26776","33254","32697","1.47","94.99","2520.25","5295.61","7203.60","2011.25","Card","Desktop","India","Delhi"
"ORD00230","2024-08-17","CUST5369","Customer_182","P381","Product_62","Sports","East","Consumer","Organic","CMP220","Campaign_38","1623","2113","3470","2373","170455","1343","756","72802","97653","97169","7.21","36.44","10402.46","11486.71","20454.60","5063.17","Card","Desktop","Germany","Ahmedabad"
"ORD00231","2024-08-18","CUST3656","Customer_187","P523","Product_36","Electronics","West","Corporate","Organic","CMP376","Campaign_29","3538","5680","3404","1022","129777","1495","97","64833","64944","64421","1.45","73.68","3568.09","12880.21","15573.24","3951.95","UPI","Desktop","USA","Mumbai"
"ORD00232","2024-08-19","CUST7821","Customer_157","P497","Product_14","Home","South","SMB","Paid Search","CMP299","Campaign_25","3006","5354","3332","3239","341342","2056","1371","64686","276656","276166","3.88","61.6","11255.36","12089.19","40961.04","10577.77","NetBanking","Desktop","Germany","Delhi"
"ORD00233","2024-08-20","CUST1001","Customer_508","P684","Product_21","Books","West","Corporate","Organic","CMP431","Campaign_35","1160","2057","2431","1315","201221","1074","709","46268","154953","154358","4.56","47.79","17246.64","17995.97","24146.52","6867.7","Card","Mobile","Canada","Delhi"
"ORD00234","2024-08-21","CUST2885","Customer_624","P692","Product_53","Home","North","Corporate","Social","CMP344","Campaign_16","2546","5289","566","344","177746","1840","466","65106","112640","111804","5.03","65.21","6881.38","6997.55","21329.52","12333.13","Card","Mobile","USA","Pune"
"ORD00235","2024-08-22","CUST8450","Customer_106","P875","Product_62","Electronics","West","SMB","Organic","CMP798","Campaign_32","4387","5148","2891","185","191613","1617","1274","83620","107993","107775","4.22","68.59","4267.75","8961.34","22993.56","10182.22","Wallet","Desktop","Canada","Kolkata"
"ORD00236","2024-08-23","CUST9383","Customer_744","P654","Product_84","Books","West","Corporate","Paid Search","CMP215","Campaign_21","1899","7855","2171","80","190324","946","724","54875","135449","134138","7.46","87.96","9922.33","6715.21","22838.88","6647.98","NetBanking","Mobile","Germany","Delhi"
"ORD00237","2024-08-24","CUST1660","Customer_458","P452","Product_79","Beauty","West","Corporate","Paid Search","CMP297","Campaign_23","1461","6737","3360","2255","54782","317","226","17945","36837","36355","3.34","95.29","3649.62","4831.49","6573.84","1592.09","UPI","Tablet","Canada","Chennai"
"ORD00238","2024-08-25","CUST3553","Customer_806","P736","Product_30","Beauty","East","SMB","Paid Search","CMP341","Campaign_9","4022","2246","1689","897","136153","995","619","24917","111236","110327","1.66","55.7","3285.21","12580.74","16338.36","6709.97","Card","Desktop","Canada","Delhi"
"ORD00239","2024-08-26","CUST8098","Customer_474","P775","Product_98","Sports","West","Consumer","Email","CMP954","Campaign_13","2632","6755","2946","1199","83897","738","284","21820","62077","61555","6.93","89.07","3087.58","1867.12","10067.64","4004.45","Wallet","Desktop","Canada","Chennai"
"ORD00240","2024-08-27","CUST7382","Customer_258","P835","Product_73","Sports","West","Corporate","Paid Search","CMP760","Campaign_9","4196","2071","3269","1176","87816","598","90","35890","51926","51432","6.13","71.13","1992.85","2505.06","10537.92","3619.93","NetBanking","Mobile","India","Bengaluru"
"ORD00241","2024-08-28","CUST8801","Customer_256","P623","Product_66","Books","East","Consumer","Social","CMP926","Campaign_14","1024","8557","597","554","72590","582","93","14992","57598","57361","4.22","93.2","6988.87","6358.74","8710.80","2897.76","NetBanking","Mobile","Canada","Delhi"
"ORD00242","2024-08-29","CUST2573","Customer_898","P209","Product_61","Electronics","East","Corporate","Email","CMP900","Campaign_3","3423","2718","2123","82","232670","1493","493","40748","191922","191620","0.9","45.07","6697.25","14675.34","27920.40","10437.56","Card","Tablet","Canada","Pune"
"ORD00243","2024-08-30","CUST8739","Customer_523","P798","Product_68","Sports","South","SMB","Organic","CMP290","Campaign_6","1143","4299","3033","615","38195","265","36","13333","24862","24344","0.97","93.84","3241.64","3922.24","4583.40","1389.89","UPI","Mobile","Germany","Hyderabad"
"ORD00244","2024-08-31","CUST9168","Customer_852","P913","Product_44","Beauty","South","Corporate","Organic","CMP318","Campaign_5","3618","7872","1245","466","25410","289","158","9398","16012","15752","1.68","96.33","602.32","1729.05","3049.20","1418.95","Wallet","Mobile","Germany","Delhi"
"ORD00245","2024-09-01","CUST1092","Customer_786","P641","Product_19","Home","East","SMB","Paid Search","CMP791","Campaign_11","3645","1692","3555","1042","55327","522","374","14085","41242","40951","4.04","69.15","1417.89","3433.24","6639.24","1589.01","Wallet","Tablet","Canada","Ahmedabad"
"ORD00246","2024-09-02","CUST2869","Customer_923","P180","Product_92","Sports","West","Consumer","Email","CMP434","Campaign_20","2564","8952","873","794","401757","2054","1415","125804","275953","275375","6.65","77.06","15569.15","36887.97","48210.84","6888.52","Wallet","Mobile","UK","Mumbai"
"ORD00247","2024-09-03","CUST9928","Customer_729","P961","Product_72","Fashion","East","Consumer","Organic","CMP202","Campaign_36","2766","4446","1241","759","150642","1813","254","51717","98925","97931","7.32","59.22","5346.20","10895.00","18077.04","6939.38","Wallet","Mobile","Canada","Bengaluru"
"ORD00248","2024-09-04","CUST4549","Customer_528","P780","Product_95","Beauty","West","Consumer","Affiliate","CMP623","Campaign_23","1289","6564","2879","2018","423177","2108","1748","91933","331244","330832","7.15","67.89","32729.87","20230.23","50781.24","13761.87","Wallet","Mobile","India","Kolkata"
"ORD00249","2024-09-05","CUST8095","Customer_980","P704","Product_10","Electronics","West","SMB","Social","CMP484","Campaign_7","1833","3703","3690","1343","186243","1097","515","42422","143821","143168","4.96","70.38","10060.56","9514.54","22349.16","7169.44","UPI","Desktop","Germany","Mumbai"
"ORD00250","2024-09-06","CUST3344","Customer_484","P962","Product_20","Electronics","East","Consumer","Email","CMP373","Campaign_26","2617","2882","2237","608","136693","655","201","18337","118356","117226","1.21","77.27","5123.27","11487.15","16403.16","3218.29","NetBanking","Tablet","Canada","Bengaluru"
"ORD00251","2024-09-07","CUST9147","Customer_183","P456","Product_70","Sports","East","SMB","Email","CMP435","Campaign_14","2779","6599","2621","1110","292943","2142","1122","49903","243040","242280","3.09","67.54","10441.31","26220.62","35153.16","7251.92","UPI","Mobile","USA","Kolkata"
"ORD00252","2024-09-08","CUST5403","Customer_324","P223","Product_53","Beauty","East","Consumer","Paid Search","CMP287","Campaign_5","4016","1744","1134","717","183635","1067","157","41361","142274","141099","6.42","38.82","4472.58","12017.73","22036.20","2808.3","Card","Tablet","USA","Pune"
"ORD00253","2024-09-09","CUST1764","Customer_134","P393","Product_74","Sports","South","SMB","Paid Search","CMP814","Campaign_28","1745","6537","2785","776","424452","2021","1345","108858","315594","314544","5.37","69.08","24223.90","43509.51","50934.24","11680.8","Wallet","Desktop","UK","Pune"
"ORD00254","2024-09-10","CUST1529","Customer_854","P369","Product_57","Electronics","North","SMB","Organic","CMP533","Campaign_3","1950","2963","2906","751","88004","737","299","22586","65418","65164","5.04","75.13","4413.03","6716.30","10560.48","5474.69","Wallet","Tablet","India","Ahmedabad"
"ORD00255","2024-09-11","CUST7148","Customer_154","P640","Product_60","Sports","North","SMB","Organic","CMP689","Campaign_7","2514","3614","2937","2773","83065","1031","609","40661","42404","41751","5.91","71.47","3204.10","2749.89","9967.80","5487.3","Wallet","Desktop","Germany","Ahmedabad"
"ORD00256","2024-09-12","CUST6109","Customer_375","P664","Product_64","Books","South","Corporate","Social","CMP533","Campaign_11","3015","4388","2451","943","254363","2114","707","64321","190042","189021","0.7","51.82","8336.58","14984.59","30523.56","13015.3","Card","Tablet","Germany","Pune"
"ORD00257","2024-09-13","CUST9696","Customer_167","P188","Product_83","Books","West","Consumer","Email","CMP526","Campaign_33","1248","3075","1239","513","275244","1420","364","69408","205836","205496","1.39","53.82","21954.81","24369.19","33029.28","5503.46","Card","Desktop","Canada","Delhi"
"ORD00258","2024-09-14","CUST1962","Customer_287","P492","Product_34","Fashion","South","Corporate","Social","CMP610","Campaign_15","2682","7200","606","477","273668","1339","149","48208","225460","225093","5.8","81.4","10103.88","6880.03","32840.16","6832.99","Card","Mobile","USA","Delhi"
"ORD00259","2024-09-15","CUST1871","Customer_669","P609","Product_11","Fashion","West","Consumer","Social","CMP909","Campaign_22","823","3181","1833","538","171601","1887","1301","104608","66993","66058","4.31","40.68","20750.67","15205.71","20592.12","11334.75","Card","Tablet","India","Pune"
"ORD00260","2024-09-16","CUST7539","Customer_894","P958","Product_46","Books","North","Corporate","Organic","CMP936","Campaign_28","2868","7602","778","654","247850","1992","1792","94500","153350","152720","5.67","73.8","8541.91","20687.19","29742.00","12614.37","NetBanking","Tablet","Canada","Delhi"
"ORD00261","2024-09-17","CUST9337","Customer_951","P897","Product_30","Home","North","Consumer","Affiliate","CMP736","Campaign_15","1511","3960","878","417","26285","344","206","21807","4478","3399","4.36","91.31","1639.58","2743.66","3154.20","862.15","NetBanking","Tablet","Germany","Mumbai"
"ORD00262","2024-09-18","CUST7518","Customer_761","P735","Product_57","Books","South","Consumer","Email","CMP317","Campaign_7","2416","8197","2794","228","71410","1003","41","39527","31883","31233","3.52","87.76","2855.71","5807.10","8569.20","6731.18","NetBanking","Desktop","Canada","Kolkata"
"ORD00263","2024-09-19","CUST4681","Customer_826","P949","Product_24","Sports","East","Consumer","Affiliate","CMP547","Campaign_5","2789","7980","3233","624","115472","1283","472","47694","67778","66705","6.83","83.92","4040.27","8084.62","13856.64","4238.81","Card","Mobile","Germany","Hyderabad"
"ORD00264","2024-09-20","CUST7428","Customer_230","P573","Product_39","Sports","South","Consumer","Email","CMP650","Campaign_37","1728","3471","494","145","139362","1323","253","82431","56931","55793","3.77","61.88","7964.93","5396.19","16723.44","4337.41","UPI","Mobile","Germany","Bengaluru"
"ORD00265","2024-09-21","CUST8236","Customer_142","P481","Product_56","Books","North","Consumer","Email","CMP407","Campaign_6","3012","1489","3160","683","76908","957","57","36507","40401","39591","4.92","35.73","2453.39","2234.67","9228.96","6856.7","UPI","Mobile","UK","Bengaluru"
"ORD00266","2024-09-22","CUST7645","Customer_881","P438","Product_27","Home","North","Consumer","Social","CMP704","Campaign_34","4088","6131","3511","90","105598","535","201","28163","77435","76046","3.42","91.27","2483.12","3325.03","12671.76","2498.27","Wallet","Desktop","Canada","Mumbai"
"ORD00267","2024-09-23","CUST6805","Customer_454","P373","Product_24","Home","South","Consumer","Social","CMP875","Campaign_16","3308","8161","1591","921","56156","613","232","31506","24650","24507","5.07","92.49","1597.58","3719.06","6738.72","1732.72","Wallet","Desktop","Canada","Kolkata"
"ORD00268","2024-09-24","CUST5801","Customer_761","P963","Product_74","Electronics","South","Corporate","Affiliate","CMP803","Campaign_16","2023","1503","2860","1096","231635","1179","580","53899","177736","176436","2","21.56","11350.07","13315.35","27796.20","4149.5","Wallet","Desktop","India","Hyderabad"
"ORD00269","2024-09-25","CUST1376","Customer_127","P583","Product_97","Electronics","North","SMB","Affiliate","CMP993","Campaign_4","1564","3000","3707","2721","204210","1018","110","56536","147674","147541","2.51","66.07","12956.91","7077.74","24505.20","6990.71","NetBanking","Mobile","Canada","Bengaluru"
"ORD00270","2024-09-26","CUST1747","Customer_709","P486","Product_88","Books","East","SMB","Affiliate","CMP340","Campaign_30","3929","4054","3277","805","122483","1266","1090","49505","72978","71736","3.31","68.77","3017.41","4069.29","14697.96","7628.32","NetBanking","Tablet","India","Kolkata"
"ORD00271","2024-09-27","CUST6908","Customer_509","P841","Product_72","Home","East","Corporate","Organic","CMP991","Campaign_15","1306","7332","2523","1910","116449","843","670","19852","96597","95542","6.31","88.5","8816.46","11139.31","13973.88","4780.89","UPI","Mobile","Canada","Kolkata"
"ORD00272","2024-09-28","CUST9811","Customer_284","P213","Product_17","Electronics","East","Corporate","Affiliate","CMP731","Campaign_29","2837","6792","2811","2641","40394","296","135","14973","25421","24549","1.09","95.64","1323.83","2553.25","4847.28","1419.53","Card","Mobile","Canada","Hyderabad"
"ORD00273","2024-09-29","CUST8574","Customer_360","P400","Product_74","Home","West","Consumer","Paid Search","CMP394","Campaign_29","2171","4625","2522","310","154333","738","461","42023","112310","111414","5.7","84.04","7008.84","15849.54","18519.96","3531.94","UPI","Desktop","USA","Hyderabad"
"ORD00274","2024-09-30","CUST8861","Customer_411","P289","Product_50","Beauty","South","Corporate","Email","CMP540","Campaign_26","3739","3166","1252","236","229282","1791","568","70006","159276","158014","2.29","43.43","6032.17","15460.32","27513.84","7593.14","NetBanking","Desktop","UK","Pune"
"ORD00275","2024-10-01","CUST2785","Customer_480","P336","Product_23","Beauty","West","Consumer","Affiliate","CMP610","Campaign_11","3813","4731","3125","2220","127705","968","51","48341","79364","78326","2.98","79.54","3249.20","10520.05","15324.60","3391.12","Wallet","Tablet","USA","Ahmedabad"
"ORD00276","2024-10-02","CUST4895","Customer_626","P464","Product_73","Beauty","South","SMB","Affiliate","CMP360","Campaign_14","2629","5239","833","98","79642","407","335","25828","53814","52428","1.89","92.23","2929.36","4234.90","9557.04","2212.38","UPI","Tablet","UK","Bengaluru"
"ORD00277","2024-10-03","CUST9453","Customer_217","P195","Product_73","Electronics","South","Corporate","Social","CMP504","Campaign_5","2220","4315","2368","2139","181027","1638","1134","52998","128029","127664","6.22","62.04","8054.37","16271.53","21723.24","7209.95","Wallet","Tablet","USA","Chennai"
"ORD00278","2024-10-04","CUST3184","Customer_635","P587","Product_68","Beauty","North","Consumer","Organic","CMP426","Campaign_30","3460","4808","2398","569","133543","1442","109","82770","50773","50302","1.14","70.01","3759.62","9480.37","16025.16","5828.27","UPI","Mobile","USA","Ahmedabad"
"ORD00279","2024-10-05","CUST9604","Customer_610","P335","Product_23","Electronics","North","Corporate","Affiliate","CMP209","Campaign_36","1196","8502","1580","1330","30687","149","98","4623","26064","25005","3.07","98.25","2465.80","1821.83","3682.44","374.9","NetBanking","Tablet","USA","Bengaluru"
"ORD00280","2024-10-06","CUST3039","Customer_242","P749","Product_23","Fashion","South","Consumer","Social","CMP808","Campaign_33","1878","2852","689","430","155052","1171","205","27640","127412","126823","6.62","58.94","8156.23","3634.54","18606.24","4891.95","Card","Desktop","India","Delhi"
"ORD00281","2024-10-07","CUST4248","Customer_399","P905","Product_81","Books","North","Consumer","Social","CMP920","Campaign_37","1822","1278","3187","915","92572","810","581","31792","60780","59599","0.75","36.62","4980.79","3992.47","11108.64","5228.8","Wallet","Desktop","Germany","Pune"
"ORD00282","2024-10-08","CUST7355","Customer_196","P222","Product_48","Fashion","West","SMB","Affiliate","CMP246","Campaign_19","1027","8416","2399","1490","41735","319","170","7726","34009","32678","2.84","96.21","3963.78","4026.80","5008.20","1021.14","UPI","Desktop","India","Delhi"
"ORD00283","2024-10-09","CUST4026","Customer_147","P763","Product_43","Books","South","SMB","Social","CMP610","Campaign_37","4336","7602","2179","1078","129353","705","610","33241","96112","95164","2.36","90.73","2883.23","4335.32","15522.36","4409.59","NetBanking","Tablet","Canada","Pune"
"ORD00284","2024-10-10","CUST2656","Customer_869","P681","Product_23","Books","East","Consumer","Organic","CMP925","Campaign_6","1289","4495","826","747","133697","1362","83","63941","69756","68515","5.76","69.7","10272.15","8622.61","16043.64","7146.52","UPI","Desktop","Germany","Chennai"
"ORD00285","2024-10-11","CUST1391","Customer_245","P236","Product_45","Electronics","North","SMB","Affiliate","CMP714","Campaign_29","3765","8696","759","375","63542","333","195","17085","46457","46257","5.16","96.17","1587.70","2585.67","7625.04","2397.43","Wallet","Mobile","UK","Ahmedabad"
"ORD00286","2024-10-12","CUST4797","Customer_422","P135","Product_82","Home","East","SMB","Paid Search","CMP514","Campaign_2","1924","8484","2428","1878","36864","254","64","15132","21732","21582","1.53","97.01","1816.01","2613.75","4423.68","1549.64","Card","Tablet","India","Kolkata"
"ORD00287","2024-10-13","CUST2335","Customer_846","P589","Product_45","Electronics","South","Corporate","Email","CMP547","Campaign_20","1763","5173","554","234","216293","1703","716","68180","148113","147173","1.63","67.08","12168.46","7401.17","25955.16","11174.77","UPI","Desktop","Canada","Chennai"
"ORD00288","2024-10-14","CUST3895","Customer_590","P518","Product_19","Sports","West","Corporate","Email","CMP616","Campaign_8","2398","5376","2376","362","124413","821","545","35238","89175","88465","4.65","84.73","5088.20","4367.05","14929.56","2914.86","UPI","Desktop","Germany","Bengaluru"
"ORD00289","2024-10-15","CUST5861","Customer_134","P859","Product_58","Electronics","East","Consumer","Social","CMP257","Campaign_20","2341","6021","1414","294","437912","2106","1821","40249","397663","397311","3.7","65.02","18606.19","47748.52","52549.44","13051.1","Card","Mobile","Canada","Delhi"
"ORD00290","2024-10-16","CUST1478","Customer_881","P315","Product_11","Beauty","North","Corporate","Paid Search","CMP703","Campaign_22","2754","4891","614","84","258989","1512","686","60210","198779","198015","2.37","69.09","9304.10","8680.43","31078.68","10733.61","Wallet","Tablet","USA","Chennai"
"ORD00291","2024-10-17","CUST2189","Customer_770","P352","Product_56","Fashion","North","Corporate","Paid Search","CMP331","Campaign_20","4195","4773","2381","2021","329524","1797","256","41932","287592","286399","7.32","62.35","7755.16","12197.84","39542.88","12561.31","NetBanking","Tablet","UK","Hyderabad"
"ORD00292","2024-10-18","CUST8467","Customer_241","P619","Product_62","Books","East","SMB","Organic","CMP353","Campaign_21","3949","2023","3055","321","276931","1593","210","51739","225192","224107","7.61","21.26","6912.69","6568.56","33231.72","4133.68","NetBanking","Tablet","USA","Bengaluru"
"ORD00293","2024-10-19","CUST7522","Customer_857","P213","Product_11","Fashion","North","Consumer","Affiliate","CMP856","Campaign_33","2136","8434","1948","130","95538","562","241","18434","77104","76810","1.01","93.34","4372.75","9392.28","11464.56","2020.3","NetBanking","Mobile","USA","Bengaluru"
"ORD00294","2024-10-20","CUST1047","Customer_311","P634","Product_14","Electronics","East","Consumer","Organic","CMP372","Campaign_9","894","3345","2319","1069","63784","635","292","16769","47015","46851","4.79","81.02","7034.68","1823.06","7654.08","3438.47","NetBanking","Desktop","India","Bengaluru"
"ORD00295","2024-10-21","CUST5602","Customer_536","P805","Product_64","Fashion","East","Corporate","Organic","CMP775","Campaign_32","3561","6981","1640","233","61455","308","210","10645","50810","49617","6.19","95.59","1625.78","2594.45","7374.60","1261.22","NetBanking","Desktop","Germany","Kolkata"
"ORD00296","2024-10-22","CUST2802","Customer_819","P557","Product_40","Home","North","SMB","Social","CMP910","Campaign_4","2108","7658","1493","1096","195786","2137","665","46985","148801","148606","4.51","72.09","9187.76","20317.47","23494.32","11438.35","Card","Tablet","India","Kolkata"
"ORD00297","2024-10-23","CUST9581","Customer_173","P786","Product_21","Electronics","North","Corporate","Social","CMP473","Campaign_38","1917","2514","569","391","367381","2167","513","45257","322124","321209","5.32","13.8","19064.37","17404.15","44085.72","7617.2","NetBanking","Mobile","Germany","Chennai"
"ORD00298","2024-10-24","CUST4367","Customer_849","P854","Product_16","Home","East","Corporate","Affiliate","CMP487","Campaign_35","3717","5026","1930","1174","36184","334","280","21419","14765","13949","7.22","93.35","873.47","1479.46","4342.08","1914.62","Card","Tablet","Germany","Pune"
"ORD00299","2024-10-25","CUST7122","Customer_584","P161","Product_41","Fashion","West","Corporate","Affiliate","CMP753","Campaign_14","1622","6257","2641","1109","64052","882","291","54542","9510","8795","3.68","85.9","3848.95","1708.98","7686.24","5878.05","NetBanking","Mobile","UK","Pune"
"ORD00300","2024-10-26","CUST6919","Customer_385","P781","Product_51","Fashion","North","SMB","Social","CMP699","Campaign_10","4012","2689","1619","1405","160060","1078","890","28806","131254","131030","2.45","59.91","3889.53","8004.26","19207.20","4222.86","UPI","Desktop","Canada","Bengaluru"
"ORD00301","2024-10-27","CUST9041","Customer_896","P713","Product_60","Home","East","SMB","Paid Search","CMP847","Campaign_27","3180","4274","575","315","139858","764","190","17696","122162","120865","4.18","82.12","4298.05","6424.28","16782.96","5249.64","Card","Mobile","UK","Kolkata"
